text,label
How can I reset or revert a file to a specific revision? How can I revert a modified file to its previous revision at a specific commit hash (which I determined via git log and git diff)?,25
"What is the maximum length of a URL in different browsers? What is the maximum length of a URL for each browser?
Is a maximum URL length part of the HTTP specification?",21
"How do I push a new local branch to a remote Git repository and track it too? How do I:

Create a local branch from another branch (via git branch or git checkout -b).

Push the local branch
to the remote repository (i.e. publish), but make it
trackable so that git pull and git ...",25
"How do I create a directory, and any missing parent directories? How do I create a directory at a given path, and also create any missing parent directories along that path? For example, the Bash command mkdir -p /path/to/nested/directory does this.",66
Loop (for each) over an array in JavaScript How can I loop through all the entries in an array using JavaScript?,105
How do I squash my last N commits together? How do I squash my last N commits together into one commit?,25
"How to determine the URL that a local Git repository was originally cloned from I pulled a project with several forks on GitHub, but forgot which fork it was. How do I determine which fork I pulled?",25
"Which equals operator (== vs ===) should be used in JavaScript comparisons? I'm using JSLint to go through JavaScript, and it's returning many suggestions to replace == (two equals signs) with === (three equals signs) when doing things like comparing idSele_UNVEHtype.value....",105
"How can I access the index value in a 'for' loop? How do I access the index while iterating over a sequence with a for loop?
xs = [8, 23, 45]

for x in xs:
    print(""item #{} = {}"".format(index, x))

Desired output:
item #1 = 8
item #2 = ...",66
"What's the difference between tilde(~) and caret(^) in package.json? After I upgraded to the latest stable node and npm, I tried npm install moment --save. It saves the entry in the package.json with the caret ^ prefix. Previously, it was a tilde ~ prefix.

Why are ...",46
"The definitive guide to form-based website authentication [closed] Moderator note:
This question is not a good fit for our question and answer format with the topicality rules which currently apply for Stack Overflow. We normally use a ""historical lock"" for ...",94
"How do I replace all occurrences of a string? Given a string:
string = ""Test abc test test abc test test test abc test test abc"";

This seems to only remove the first occurrence of abc in the string above:
string = string.replace('abc', ...",105
How do I add an empty directory to a Git repository? How do I add an empty directory (that contains no files) to a Git repository?,25
"How do I check if an object has a key in JavaScript? [duplicate] Which is the right thing to do?

if (myObj['key'] == undefined)
or

if (myObj['key'] == null)
or

if (myObj['key'])",105
"Transitions on the CSS display property I'm currently designing a CSS 'mega dropdown' menu - basically a regular CSS-only dropdown menu, but one that contains different types of content.

At the moment, it appears that CSS 3 ...",119
"How do I check if a string represents a number (float or int)? How do I check if a string represents a numeric value in Python?
def is_number(s):
    try:
        float(s)
        return True
    except ValueError:
        return False

The above works, but it ...",66
"How can I set the default value for an HTML <select> element? I thought that adding a ""value"" attribute set on the <select> element below would cause the <option> containing my provided ""value"" to be selected by default:



<select name=""hall"" ...",14
How do I get the row count of a Pandas DataFrame? How do I get the number of rows of a pandas dataframe df?,66
"Abort Ajax requests using jQuery Is it possible that using jQuery, I cancel/abort an Ajax request that I have not yet received the response from?",105
"""Debug certificate expired"" error in Eclipse Android plugins I am using Eclipse Android plugins to build a project, but I am
getting this error in the console window:

[2010-02-03 10:31:14 - androidVNC]Error generating final archive:
Debug certificate expired ...",98
"How can I add a key/value pair to a JavaScript object? Here is my object literal:

var obj = {key1: value1, key2: value2};
How can I add field key3 with value3 to the object?",105
